ticker,year,quarter,lt_trade_receivables,gross_profit,st_liabilities,fin_leased_fixed_assets,cashneq,st_trade_accounts_payable,eps,changes_in_sale_securities,invest_in_oe,st_trade_accounts_receivable,lt_trade_payables,repaym_of_fin_leases,lt_advances_from_customers,st_advances_from_customers,share_of_associates_n_joint_ventures_result,profit_before_tax,st_invest,interest_paid,net_cf_from_operation,st_loan_receivables,lt_provision_for_invest,pnl_from_invest,share_premium,allocation_of_goodwill,olt_liabilities,eat_of_parent_company,ebt,operating_profit,interest_income_n_dividends,changes_in_inventories,inventories,preferred_stock,receipts_from_disposal_of_fixed_assets_n_olt_assets,receipts_from_equity_issue_n_cap_contri,fin_income,invest_in_associates_or_joint_ventures,st_assets,provisions,deferred_tax_exps,invest_in_subsidiaries,fixed_assets,st_provision_for_liabilities,paym_for_invest_in_oe,tangible_fixed_assets,deduction_revenue,other_funds_from_owners_equity,minoritys_interest,taxes_n_other_payables_to_gov,ost_receivables,cash_n_equiv_at_end_period,loans_purchases_of_other_debt_instruments,trading_securities,st_prepayments_to_suppliers,payable_to_employees,proceeds_from_borrowings,liabilities,lt_provision_for_doubtful_debts,pnl_foreign_exchange,st_borrowings_n_fin_leases,corp_income_tax_paid,depre_fixed_assets_n_properties_invest,other_income,receipts_from_loan_repay_n_sale_of_debt_instruments,owners_equity,sell_exps,lt_held_to_maturity_invest,cf_from_operation,other_profit,changes_in_receivables,lt_acrrued_exps,other_paym_for_operation,lt_prepayments_to_suppliers,st_held_to_maturity_invest,lt_borrowings_n_fin_leases,cogs,paym_for_share_repurchases,general_n_admin_exps,lt_provision_for_liabilities,st_provision_for_doubtful_debts,undistributed_eat,operating_profit_before_changes_in_wc,fin_exps,lt_assets,intangible_fixed_assets,st_acrrued_exps,lt_liabilities,cash_n_equiv_at_begin_period,st_inter_company_receivables,provision_for_trading_secutities,other_cap_of_owners,ost_payables,other_exps,fund_for_tech_dev,net_cf_during_period,ost_assets,total_assets,net_cf_from_invest,lt_receivables,curr_tax_exps,provision_for_inventories,lt_assets_in_progress,olt_receivables,treasury_shares,invest_properties,cash,st_receivables,olt_assets,revenue,lt_loan_receivables,lt_unearned_revenue,lt_invest,cf_from_fin,bonus_n_welfare_fund,cf_from_invest,paym_for_fixed_assets_n_construct_n_olt_assets,net_revenue,convertible_bonds,net_cf_from_fin,eat,principal_repaym,interest_exps,pnl_from_disposal_fixed_assets,st_unearned_revenue,taxes_n_other_receivables_to_gov,casheq,other_receipts_from_operation,changes_in_prepaid_exps,olt_invest,owners_cap,collections_on_invest_in_oe,dividends_paid_to_owners,dividends_n_interest_n_profit_received,changes_in_payables
hag,2016,4,,235900373000.0,13883317520000.0,,794085316000.0,1711070056000.0,-157.0,,12101902000.0,2276106307000.0,,,,3614992839000.0,14872208000.0,-1394975847000.0,,-1410055867000.0,3446951061000.0,2812512127000.0,,,3539078784000.0,,1000344226000.0,-124018727000.0,-207013402000.0,-22466637000.0,,1678357576000.0,1983395937000.0,,1763438567000.0,2792000000000.0,176614983000.0,854553495000.0,10599895568000.0,701366909000.0,-42256999000.0,,9636361153000.0,,-4604707936000.0,8284999060000.0,4181665000.0,,-22398904000.0,186592984000.0,1598964203000.0,794085316000.0,-3562540450000.0,,1099346421000.0,72184908000.0,9000217885000.0,36103030255000.0,,40983929000.0,6572320725000.0,-25424754000.0,,78523146000.0,4404217893000.0,16912541772000.0,37024356000.0,20000000.0,,-184546765000.0,608868921000.0,,-3723535000.0,,,20794258130000.0,1307209806000.0,-313000000000.0,15814499000.0,6168930000.0,-13764206000.0,1484796595000.0,219358181000.0,397015346000.0,42415676459000.0,1351362093000.0,788085251000.0,22219712735000.0,967966695000.0,,,,937512111000.0,263069911000.0,,-173881379000.0,49249463000.0,53015572027000.0,-5230710401000.0,5345866853000.0,-18338772000.0,-2755431000.0,19042696754000.0,214963631000.0,-686640000.0,3510539209000.0,794085316000.0,7773164852000.0,4013537093000.0,1547291844000.0,5130903222000.0,,866675397000.0,,558646000.0,,-4176271980000.0,1543110179000.0,,1609877961000.0,-146417631000.0,-9869339924000.0,382066557000.0,,,5497776000.0,,,-2676242000.0,,7899679470000.0,590249322000.0,,354904183000.0,2382246781000.0
hag,2016,3,,185637521000.0,19809551666000.0,,889476060000.0,1291817469000.0,-43.0,,12101902000.0,3040356423000.0,,,,3096081159000.0,-3671293000.0,-1187962445000.0,,-642697952000.0,1856951563000.0,5018208374000.0,,,3539078784000.0,,972291694000.0,-33927461000.0,-69502492000.0,-110596011000.0,,1368225492000.0,1930643007000.0,,1151463446000.0,2792000000000.0,240298933000.0,839681287000.0,13092099960000.0,442251949000.0,-1494755000.0,,8285405334000.0,,-1436127761000.0,6934001602000.0,387084000.0,,-43091272000.0,204695538000.0,1142812619000.0,889476060000.0,-2759883596000.0,,1138430733000.0,71461667000.0,5053174255000.0,34893366098000.0,,36632678000.0,12270903086000.0,-21597789000.0,,52927424000.0,1866428708000.0,17410484152000.0,35712941000.0,20000000.0,,41093519000.0,-429332474000.0,,-3116708000.0,,,13578658170000.0,1068082550000.0,,91989088000.0,6371999000.0,-110263758000.0,1608814989000.0,109082537000.0,405159143000.0,39211750290000.0,1351403732000.0,1419493472000.0,15083814432000.0,967966695000.0,,,,1453933802000.0,11833905000.0,,-78490635000.0,42436502000.0,52303850250000.0,-2840398540000.0,6331855585000.0,9010996000.0,-4480846000.0,17893262923000.0,115909854000.0,-686640000.0,4171716966000.0,889476060000.0,10229544391000.0,1677706293000.0,1254107155000.0,6215945731000.0,,851803189000.0,,1165473000.0,,-2750222522000.0,1253720071000.0,,904956342000.0,-77018733000.0,-6627217913000.0,377543211000.0,,,1521959000.0,,,56038706000.0,,7899679470000.0,295105080000.0,,792838105000.0,1420349751000.0
hag,2016,2,,314674444000.0,15581899307000.0,,1424306658000.0,1150431465000.0,-1149.0,,51301901000.0,2101655345000.0,,,,2008415646000.0,-9002406000.0,-1075330996000.0,,-305094655000.0,611724814000.0,3688747826000.0,,,3539078784000.0,,442849206000.0,-907865331000.0,-1162463160000.0,-220547846000.0,,709870215000.0,2586625680000.0,,1037970372000.0,2792000000000.0,289786180000.0,255891187000.0,11931482536000.0,313946448000.0,77665721000.0,,8042545931000.0,,-885560254000.0,6688043989000.0,800077000.0,,-336043034000.0,280261965000.0,1019136625000.0,1424306658000.0,-760219306000.0,,1165001382000.0,56353859000.0,3225703892000.0,33023339353000.0,,10765470000.0,10212360648000.0,-14394165000.0,,1244978000.0,724832375000.0,18152453658000.0,56396381000.0,20000000.0,,-941915314000.0,-4995557000.0,,-2542003000.0,,,16471509081000.0,1713378054000.0,,249276569000.0,6369773000.0,-107450967000.0,1887804644000.0,-37810295000.0,510333114000.0,39244310475000.0,1354501942000.0,1304425867000.0,17441440046000.0,967966695000.0,,,,567909679000.0,943160292000.0,,456339963000.0,53459987000.0,51175793011000.0,-1051792838000.0,6793251056000.0,3779484000.0,-8538525000.0,19274580511000.0,134352381000.0,-686640000.0,3125971168000.0,1424306658000.0,7867090211000.0,1700748721000.0,2028852575000.0,6658898675000.0,,307213088000.0,,1740178000.0,,-2173441118000.0,2028052498000.0,,896407987000.0,-1243908365000.0,-5121295905000.0,500226530000.0,,,2151780000.0,,,4614512000.0,,7899679470000.0,280105080000.0,,724520013000.0,262076762000.0
hag,2016,1,,295501397000.0,14563488130000.0,,1719734428000.0,1088812247000.0,88.0,,75938149000.0,1921527013000.0,,,,1980091691000.0,37844000.0,87132164000.0,119118900000.0,-225836465000.0,861455131000.0,3598742918000.0,,,3539078784000.0,,652139987000.0,69353036000.0,87132164000.0,105661158000.0,,33052658000.0,3598468484000.0,,112826734000.0,1652000000000.0,216847266000.0,252337484000.0,13968053065000.0,127605633000.0,-16399352000.0,,6181358221000.0,276435000.0,-862944145000.0,6074670791000.0,96817000.0,,21561440000.0,259355193000.0,1483220881000.0,1719734428000.0,-152046501000.0,,1404757048000.0,47274591000.0,2121417997000.0,34099801154000.0,,17624166000.0,9620961537000.0,-11616468000.0,,4598038000.0,282307199000.0,18060269988000.0,26540281000.0,20000000.0,,-18528994000.0,794855332000.0,,-3526846000.0,,119118900000.0,18486285757000.0,1676693985000.0,,76038506000.0,6092639000.0,-10543787000.0,2471167142000.0,299244641000.0,304146562000.0,38192018077000.0,106687430000.0,900854669000.0,19536313024000.0,967966695000.0,,,,665106432000.0,23127032000.0,,751767733000.0,133027180000.0,52160071142000.0,-1258428048000.0,5944437888000.0,12617040000.0,-1240414000.0,24069825478000.0,51191047000.0,-686640000.0,17076873000.0,1167253409000.0,8397704073000.0,1651023984000.0,1972292199000.0,5893246841000.0,,328295633000.0,,755335000.0,,-943314216000.0,1972195382000.0,,1148740650000.0,90914476000.0,-2624677347000.0,282266762000.0,,,1754211000.0,552481019000.0,,-31890164000.0,,7899679470000.0,255468830000.0,,49274051000.0,7172443000.0
hag,2016,-1,,1009140526000.0,12726074032000.0,,791208293000.0,1319409776000.0,-1439.0,,12101903000.0,1772653862000.0,,,,3546000509000.0,11710281000.0,-1406287691000.0,,-1417691509000.0,2176460345000.0,2034357256000.0,,,3539078784000.0,,1374575760000.0,-1136650486000.0,-1406287691000.0,-376471527000.0,,1293921678000.0,1789466577000.0,,1711964916000.0,2792000000000.0,947916097000.0,865766030000.0,9394220363000.0,774966464000.0,86187524000.0,,10017094697000.0,,-4604707935000.0,8664993197000.0,1249713000.0,,-366136192000.0,195748396000.0,1672681113000.0,791208293000.0,-3351481274000.0,,1316838516000.0,74235298000.0,4868173006000.0,36092409291000.0,,33309004000.0,5197619996000.0,-25424754000.0,774966464000.0,176199117000.0,4404445889000.0,16671060310000.0,169154415000.0,20000000.0,,-1029816164000.0,1119197170000.0,4222541000.0,-56558000.0,,,21444223544000.0,5430638742000.0,-313000000000.0,501564190000.0,277394425000.0,-28324520000.0,1412441015000.0,259880564000.0,1674519826000.0,43369249238000.0,1352101500000.0,846456575000.0,23366335259000.0,967966695000.0,,,,1535617649000.0,1206015281000.0,,-271820508000.0,45339266000.0,52763469601000.0,-3361757153000.0,6350659266000.0,10311463000.0,-32688105000.0,17983864412000.0,633288523000.0,-686640000.0,3510539222000.0,791208293000.0,6768206227000.0,4629203708000.0,6441028981000.0,5717370743000.0,,877887933000.0,,4225623000.0,,-3895058904000.0,6439779268000.0,,913476300000.0,-1502786678000.0,-6433696706000.0,1579381993000.0,,6760210000.0,11059171000.0,,,-120577118000.0,,7899679470000.0,2018359523000.0,,354720632000.0,1067210872000.0
hag,2015,4,,123565308000.0,12792219943000.0,,968617597000.0,1122965740000.0,-722.0,,75938149000.0,1606325546000.0,,,,1439315497000.0,-969544000.0,882958336000.0,,-931421477000.0,1523735261000.0,3644593513000.0,,,3539078784000.0,,552094943000.0,-566309704000.0,-554601685000.0,-128690356000.0,,-1919061533000.0,3649526873000.0,,791730867000.0,159000000000.0,232543476000.0,252299640000.0,13152918271000.0,372521906000.0,-66009327000.0,,6292444230000.0,274130000.0,-2350933813000.0,6177590256000.0,,,-22612060000.0,275267860000.0,1238924824000.0,968617597000.0,-6581690554000.0,,1920449006000.0,46545195000.0,15986135990000.0,32640966204000.0,,-115305562000.0,8001509044000.0,-109599491000.0,,14154840000.0,4476003816000.0,15963783253000.0,33206551000.0,20000000.0,,-425911329000.0,1176183839000.0,,-27754783000.0,,,19097705989000.0,925578733000.0,-2200000000.0,76054993000.0,6105839000.0,-9698415000.0,1939340391000.0,1666216631000.0,374568052000.0,35451831186000.0,114853974000.0,683868559000.0,19848746261000.0,978413817000.0,,,,1215916433000.0,440066169000.0,,-9796220000.0,134179327000.0,48604749457000.0,-10334088913000.0,6156448610000.0,100329406000.0,-5182807000.0,21290814896000.0,54807313000.0,-686640000.0,81725494000.0,968617597000.0,8400594474000.0,1302140167000.0,1049144041000.0,6101641297000.0,,328257789000.0,,6557485000.0,,-7947859600000.0,1049144041000.0,,8800557432000.0,-588921764000.0,-7342378558000.0,326388757000.0,,,1951013000.0,,,120717093000.0,,7899679470000.0,866639814000.0,,412020557000.0,1548454982000.0
hag,2015,3,,636841510000.0,13076044258000.0,,2079011827000.0,1136656956000.0,474.0,,75938149000.0,3242935409000.0,,,,2101425899000.0,-928619000.0,1512560021000.0,,-829145685000.0,1271593087000.0,1295925861000.0,,,3539078784000.0,,598492385000.0,377870630000.0,471685598000.0,471891173000.0,,-1746001020000.0,3448073565000.0,,404392831000.0,159000000000.0,313613736000.0,262062600000.0,13082986673000.0,261409557000.0,4067106000.0,,5525336525000.0,,-914418662000.0,5406156367000.0,,,51617287000.0,492356209000.0,1234854065000.0,2079011827000.0,-4610358938000.0,,1663306552000.0,53471303000.0,10864450845000.0,30722649466000.0,,,8598120897000.0,-73324189000.0,,4039203000.0,2661309261000.0,16881229260000.0,47598471000.0,20000000.0,,-205575000.0,-552969260000.0,,-19781185000.0,,,16851828229000.0,1531246477000.0,-2200000000.0,72149932000.0,6778189000.0,-4617133000.0,2765189929000.0,1590303997000.0,357887051000.0,34520892053000.0,119180158000.0,194045453000.0,17646605208000.0,978413817000.0,,,,480257424000.0,4244778000.0,,1100598010000.0,123496527000.0,47603878726000.0,-7460275238000.0,9403406382000.0,38130575000.0,,17663712814000.0,527652928000.0,-686640000.0,65704949000.0,2079011827000.0,7432404754000.0,1524710634000.0,2168087987000.0,8875753454000.0,,338020749000.0,,19710117000.0,,-5471239344000.0,2168087987000.0,,7289280161000.0,429487917000.0,-3731970684000.0,290502191000.0,,,7493667000.0,,,87551973000.0,,7899679470000.0,257890600000.0,,212149014000.0,2814958456000.0
hag,2015,2,,780482429000.0,12633935704000.0,,1467152785000.0,1372998645000.0,566.0,,75938149000.0,3393194794000.0,,,,1930065880000.0,,1030968283000.0,,-373833664000.0,1217698882000.0,1599184702000.0,,,3539078784000.0,,416374154000.0,460244491000.0,590649459000.0,761123646000.0,,-1468058743000.0,2836325988000.0,,393461165000.0,159000000000.0,371173329000.0,262969214000.0,12310460614000.0,158665821000.0,-12637402000.0,,5184183546000.0,,-900401676000.0,5064667189000.0,35528000.0,,66365505000.0,453714336000.0,1120493828000.0,1467152785000.0,-2709951225000.0,,1765238469000.0,64428555000.0,5691723472000.0,26850313733000.0,,,7834365912000.0,-70873708000.0,,5309313000.0,1465821754000.0,16025989291000.0,20073385000.0,20000000.0,,-170474187000.0,-516807456000.0,,-23943980000.0,,,13603676457000.0,1205180051000.0,-2200000000.0,102587783000.0,6821013000.0,-5262684000.0,2537720976000.0,966654229000.0,267870944000.0,30565842410000.0,119516357000.0,389409615000.0,14216378029000.0,978413817000.0,,,,568127594000.0,175783500000.0,,488738968000.0,134132732000.0,42876303024000.0,-4624036536000.0,7852280316000.0,76676865000.0,,15628695566000.0,512236939000.0,,65829959000.0,1467152785000.0,7872849109000.0,1495925660000.0,1985698008000.0,7340043377000.0,,338927363000.0,,20825167000.0,,-3199184939000.0,1985662480000.0,,3895076622000.0,526609996000.0,-1953446850000.0,240080738000.0,,,7496821000.0,,,145604275000.0,,7899679470000.0,203799000000.0,,122419385000.0,2558957929000.0
hag,2015,1,,433450270000.0,11896167049000.0,,932698338000.0,1861151838000.0,462.0,,36738150000.0,2953989357000.0,,,,1381528194000.0,,440318824000.0,,-248754411000.0,171914739000.0,1335603383000.0,,,3539078784000.0,,182567750000.0,365139811000.0,440318824000.0,283966623000.0,,-553800193000.0,2315756226000.0,,237893897000.0,,172931096000.0,328973882000.0,11090076734000.0,84874847000.0,-2548048000.0,,5137770105000.0,,-49079700000.0,5020623479000.0,,,7370697000.0,417760263000.0,,932698338000.0,-813063872000.0,,2273564753000.0,49132252000.0,2652130264000.0,25116786895000.0,,,7346505567000.0,-11668956000.0,,161125490000.0,63191515000.0,14798233998000.0,16393385000.0,20000000.0,,156352201000.0,-259332965000.0,,-14519763000.0,,,12822786458000.0,615809246000.0,-2200000000.0,62153713000.0,6808594000.0,-5290277000.0,2386068363000.0,307214160000.0,243867645000.0,28824944159000.0,117146626000.0,283680292000.0,13220619846000.0,978413817000.0,,,-147024909000.0,548207755000.0,4773289000.0,,-45715479000.0,176286869000.0,39915020893000.0,-2076657949000.0,7535630582000.0,70356364000.0,,14332882499000.0,443432456000.0,-686640000.0,65954969000.0,932698338000.0,7665335301000.0,1219507842000.0,1049259516000.0,7092198126000.0,,365732032000.0,,4097630000.0,,-1531147335000.0,1049259516000.0,,1859027731000.0,372510508000.0,-790902533000.0,219229843000.0,,4103258000.0,8875839000.0,,,73036567000.0,,7899679470000.0,600000000.0,,14947546000.0,879740300000.0
hag,2015,-1,,1854425962000.0,13212975900000.0,,967966695000.0,1123648086000.0,613.0,,75938149000.0,1607110089000.0,,,,1438433801000.0,-1898163000.0,806212213000.0,,-932571773000.0,1529305596000.0,3699988122000.0,,,3539078784000.0,,546724865000.0,502343207000.0,806212213000.0,1240905908000.0,,-1916001996000.0,3646452010000.0,,791534557000.0,159000000000.0,1053656518000.0,252299640000.0,13215916673000.0,372592068000.0,50302292000.0,,6287742157000.0,,-2350933815000.0,6176778419000.0,35528000.0,,100017738000.0,275400876000.0,1511776819000.0,967966695000.0,-6581690554000.0,,1661082955000.0,46519890000.0,15978713459000.0,32962668396000.0,,-115305562000.0,8297755147000.0,-109599492000.0,372592068000.0,180631718000.0,4476003816000.0,16265720282000.0,111239060000.0,20000000.0,,-434693695000.0,1169669226000.0,,-26760841000.0,,,18801459914000.0,4398020571000.0,-2200000000.0,350371742000.0,6379968000.0,-10089849000.0,2023903249000.0,1523578933000.0,1203667607000.0,36012472005000.0,110963738000.0,809388331000.0,19749692496000.0,978413817000.0,,,,1217547588000.0,615325413000.0,,-10447122000.0,131629832000.0,49228388678000.0,-10332887632000.0,6141903570000.0,153548976000.0,-5182807000.0,21458876315000.0,79895279000.0,-686640000.0,81725494000.0,967966695000.0,8469868136000.0,1713966680000.0,6252482061000.0,6062008291000.0,,328257789000.0,,4282181000.0,,-7946189324000.0,6252446533000.0,,8793134914000.0,602360945000.0,-7342378545000.0,1078711240000.0,,,2238777000.0,,,121084629000.0,,7899679470000.0,866639814000.0,,411747874000.0,1699906910000.0
hag,2014,4,,192564211000.0,9256557398000.0,,978411382000.0,652870974000.0,68.0,,,1593406139000.0,,,,508736007000.0,,1773977163000.0,81783240000.0,-545578244000.0,-464543348000.0,,,,3392053875000.0,,176545782000.0,53357536000.0,80347711000.0,106170538000.0,,-229068072000.0,2084921344000.0,,320556402000.0,,204092625000.0,463677182000.0,10112881970000.0,334181082000.0,-3633033000.0,,17886251643000.0,,-474444497000.0,5145616089000.0,66766000.0,,14061365000.0,284741479000.0,2888496630000.0,978411382000.0,-3617685894000.0,,2196363237000.0,44742526000.0,10848610347000.0,20978144658000.0,,,6839582565000.0,-89954177000.0,,2875587000.0,1676193127000.0,14238572809000.0,12870507000.0,,,-25822827000.0,-1530928195000.0,,-22474832000.0,,,11336584434000.0,462919088000.0,,83158424000.0,,-5300196000.0,2696951979000.0,1131884926000.0,194457367000.0,26256347980000.0,158330299000.0,303364459000.0,11721587260000.0,2448256022000.0,,,,,28698414000.0,,-1469844640000.0,294800194000.0,36369229950000.0,-5821215151000.0,5381835672000.0,16561843000.0,,,5381835672000.0,-686640000.0,14251121000.0,978411382000.0,6672965810000.0,1261914137000.0,655550065000.0,,,1538442660000.0,,,,-4450236893000.0,655483299000.0,,4815913859000.0,67418901000.0,-7128523446000.0,177920221000.0,,,14908992000.0,,,-33241771000.0,1074765478000.0,7899679470000.0,264517855000.0,-4173042000.0,459884749000.0,854817017000.0
hag,2014,3,,311841382000.0,6187731351000.0,,2277728564000.0,554355315000.0,1.0,,,1587290257000.0,,,,410900918000.0,,1693629452000.0,81783240000.0,-453017687000.0,-38545461000.0,,,,3539078784000.0,,182647338000.0,949600998000.0,990130778000.0,1027060706000.0,,-55659970000.0,1903150230000.0,,317237249000.0,,925426176000.0,245241632000.0,11375929985000.0,239565516000.0,-2267356000.0,,16747958505000.0,,-306784063000.0,4267362280000.0,115977000.0,-82936814000.0,22355790000.0,256069415000.0,3163105889000.0,2277728564000.0,-2183880068000.0,,2010076028000.0,40708790000.0,7823606915000.0,19295496150000.0,,,4183268771000.0,-77189514000.0,,3978276000.0,1332340268000.0,14544657872000.0,28263993000.0,,,-36929928000.0,-724185697000.0,,-15613222000.0,,,12880715867000.0,465506569000.0,,47027147000.0,,,2828277471000.0,955576901000.0,134915712000.0,23526307005000.0,184176671000.0,186825557000.0,13107764799000.0,2448256022000.0,,,,,40908204000.0,,-170527458000.0,352795777000.0,34902236990000.0,-2869713394000.0,3825850712000.0,20441346000.0,-9073204000.0,,3825850712000.0,-686640000.0,14376131000.0,2277728564000.0,6760472174000.0,1318592410000.0,777463928000.0,,,1439059338000.0,,,,-3692743179000.0,777347951000.0,,2737731397000.0,971956788000.0,-5076835855000.0,128363187000.0,,,11432067000.0,,,-177991965000.0,1193817706000.0,7899679470000.0,1320344958000.0,,343771441000.0,509535693000.0
hag,2014,2,,291328147000.0,6095407284000.0,,1940898405000.0,612640862000.0,,,,1368398114000.0,,,,223537663000.0,,706427015000.0,81783240000.0,-120657473000.0,171844701000.0,,-30785150000.0,,3544438784000.0,,173087337000.0,266954761000.0,307306663000.0,218603839000.0,,-109790806000.0,1957321262000.0,,3392332000.0,,201141760000.0,206584777000.0,10826577764000.0,157028332000.0,-639379000.0,,16003563754000.0,,-229539708000.0,3996383104000.0,984232000.0,-82936814000.0,18601472000.0,270350429000.0,3235573234000.0,1940898405000.0,-973631052000.0,,1921453496000.0,57277471000.0,5243675229000.0,18546222919000.0,,,3876205541000.0,-49706867000.0,,314136776000.0,848523901000.0,13660193063000.0,24459656000.0,,,88702824000.0,-511069575000.0,,-6394523000.0,,,12233326704000.0,407041387000.0,,60871855000.0,,-876141000.0,2601647294000.0,713540293000.0,188534557000.0,22077939585000.0,208359568000.0,423542780000.0,12450815635000.0,2448256022000.0,,,,,225433952000.0,,-507357617000.0,322026154000.0,32904517349000.0,-2618699032000.0,3176716269000.0,22389809000.0,-9073204000.0,,3176716269000.0,,14501141000.0,1940898405000.0,6524548703000.0,1331191300000.0,699353766000.0,,,1364680047000.0,,,,-2795660505000.0,698369534000.0,,1939496714000.0,285556233000.0,-3302372515000.0,144736716000.0,,,7957554000.0,,,-113157962000.0,1188880420000.0,7181546930000.0,202154060000.0,,326061940000.0,369081614000.0
hag,2014,1,,431016393000.0,4569077110000.0,,1429107363000.0,706901894000.0,,,,1399092626000.0,,,,196266423000.0,,399120352000.0,150378106000.0,-145551577000.0,-138446667000.0,,,,3544438784000.0,,161970319000.0,372024508000.0,399120352000.0,399874345000.0,,-129149526000.0,1967022876000.0,,4711265000.0,,162633797000.0,206413777000.0,9372877632000.0,77384272000.0,-7739309000.0,,15130846725000.0,,-2965107000.0,3803086735000.0,72212000.0,-170661078000.0,26741538000.0,181349565000.0,2461385237000.0,1429107363000.0,-329261701000.0,,1724594335000.0,57158094000.0,2981091935000.0,16922433372000.0,,,2647487028000.0,-42469032000.0,,8937883000.0,10677766000.0,13223420822000.0,16620400000.0,,,-753993000.0,-340914464000.0,,-3532921000.0,,,12146984349000.0,493751313000.0,,49074464000.0,,-317055000.0,2339066809000.0,421612526000.0,128080981000.0,21469607535000.0,216355951000.0,243009149000.0,12353356262000.0,2448256022000.0,,,,,9691876000.0,,-1019148659000.0,241614144000.0,30842485167000.0,-1487970888000.0,3750995880000.0,8093615000.0,,,3750995880000.0,,14626150000.0,1429107363000.0,5584755143000.0,1294698202000.0,924839918000.0,,,1026858304000.0,,,,-1367700952000.0,924767706000.0,,607268896000.0,398766046000.0,-2372017039000.0,101753364000.0,,,12877097000.0,,,-89634600000.0,820444527000.0,7181546930000.0,180534003000.0,,16033838000.0,191192927000.0
hag,2014,-1,,1226992890000.0,9257201508000.0,,978413817000.0,652932314000.0,1866.0,,,1593633310000.0,,,,508736004000.0,,1773234478000.0,81783240000.0,-545854900000.0,-473430237000.0,,,,3539078784000.0,,176380655000.0,1474256445000.0,1773234478000.0,1748809568000.0,,-229052284000.0,2084905558000.0,,319789280000.0,,1477819111000.0,463677182000.0,10112492524000.0,334181075000.0,149742906000.0,,17886241406000.0,,-474444498000.0,5145616089000.0,1239187000.0,,81759915000.0,284722381000.0,2885632734000.0,978413817000.0,,,2196215832000.0,44733270000.0,10846172358000.0,20978623959000.0,,-11047343000.0,6839582567000.0,-89958416000.0,334181075000.0,329842986000.0,1679373093000.0,14237727535000.0,82212779000.0,,,24424910000.0,-1528393473000.0,,-11975587000.0,,,11336584752000.0,1827338066000.0,,239958115000.0,,-5300196000.0,2696254404000.0,1120057735000.0,633831539000.0,26256371220000.0,158330299000.0,303364457000.0,11721422451000.0,2448256022000.0,,,,,305418076000.0,,-1469842205000.0,297208229000.0,36368863744000.0,-5808015049000.0,5381835672000.0,67475212000.0,,,5381835672000.0,-686640000.0,14251121000.0,978413817000.0,6670181680000.0,1261947607000.0,3055570143000.0,,,1538442661000.0,,8176000000.0,,-4447438540000.0,3054330956000.0,,4811603081000.0,1556016360000.0,-7130396235000.0,565216215000.0,,,14908992000.0,,,-36486525000.0,1074765479000.0,7899679470000.0,264517855000.0,,460400684000.0,848233213000.0
hag,2013,4,,332511806000.0,4946645676000.0,,2449630457000.0,653110628000.0,,,,1147589808000.0,,,,219010561000.0,,1019344511000.0,150378106000.0,-727156054000.0,187371392000.0,,,,3544438784000.0,,152606314000.0,295654577000.0,262522075000.0,230231551000.0,,-1381652367000.0,1834389446000.0,,14357514000.0,1052599770000.0,180083585000.0,203448669000.0,9698754741000.0,356729620000.0,-19659343000.0,,13899619378000.0,,-4294618679000.0,3622668433000.0,391933000.0,-170661078000.0,-39220640000.0,165944806000.0,2439841193000.0,2449630457000.0,-474164421000.0,,1466303880000.0,49074848000.0,11179375908000.0,16286206981000.0,,-17659045000.0,3129670372000.0,-286568242000.0,,53530155000.0,84480000000.0,12920899896000.0,10896511000.0,,,33272742000.0,-167166947000.0,,-23485599000.0,,,11127077857000.0,422621758000.0,,73344635000.0,,,2023439002000.0,965706174000.0,198122694000.0,20117243208000.0,216934477000.0,272677617000.0,11339561305000.0,2518419171000.0,,,,,20257413000.0,,-68788714000.0,210621851000.0,29815997949000.0,-5400635874000.0,3684245813000.0,25747481000.0,,,3684245813000.0,,14751160000.0,2449630457000.0,5053734881000.0,576479032000.0,755525497000.0,,,820662458000.0,,,,-4608178590000.0,755133564000.0,,5144475768000.0,256433937000.0,-6899962145000.0,107835975000.0,,,8240084000.0,,,-175815055000.0,617213789000.0,7181546930000.0,3714467156000.0,,163021146000.0,1983509482000.0
